[1360710000] LOG ROTATION: DAILY
[1360710000] LOG VERSION: 2.0
[1360710000] CURRENT HOST STATE: adela.printers.sofia.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 50.88 ms
[1360710000] CURRENT HOST STATE: advps-test.apps.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: anabel.printers.sofia.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 50.71 ms
[1360710000] CURRENT HOST STATE: angelina.printers.mucontrol.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 9.74 ms
[1360710000] CURRENT HOST STATE: annabelle.printers.tess.elex.be;DOWN;HARD;1;PING CRITICAL - Packet loss = 100%
[1360710000] CURRENT HOST STATE: ape-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: apps-test.sofia.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: apt-test-squeeze.colo.elex.be;DOWN;HARD;1;Server down!
[1360710000] CURRENT HOST STATE: aptmaster-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: arwen.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 54.36 ms
[1360710000] CURRENT HOST STATE: ategen-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: atlan.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: autobuild-test.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: azhira.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 36.45 ms
[1360710000] CURRENT HOST STATE: bamboo-xpeqt-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: batch-test.tess.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: batch.kiev.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: beast-test.admin.elex.be;DOWN;HARD;1;Server down!
[1360710000] CURRENT HOST STATE: beatrice.printers.bevaix.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 18.35 ms
[1360710000] CURRENT HOST STATE: belayn.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 36.62 ms
[1360710000] CURRENT HOST STATE: belina-test.sofia.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: betsy.printers.genk.elex.be;DOWN;HARD;1;CRITICAL - Time to live exceeded (10.32.96.8)
[1360710000] CURRENT HOST STATE: betty.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 36.37 ms
[1360710000] CURRENT HOST STATE: bifur-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: bipmelei-test.apps.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: blade1mm1.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: blade1mm1.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: blade1mm1.sofia.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: blade2mm1.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: borneo-test.kuching.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: britney-test.colo.elex.be;DOWN;HARD;1;Server down!
[1360710000] CURRENT HOST STATE: bumblebee-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: cad1050.printers.tess.elex.be;DOWN;HARD;1;PING CRITICAL - Packet loss = 100%
[1360710000] CURRENT HOST STATE: cassius.sensors.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 10.65 ms
[1360710000] CURRENT HOST STATE: cfengine-test.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: christina-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: christina.printers.tess.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 15.34 ms
[1360710000] CURRENT HOST STATE: chubra.printers.sofia.elex.be;DOWN;HARD;1;PING CRITICAL - Packet loss = 100%
[1360710000] CURRENT HOST STATE: cmdb-test.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: coldfusion-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: confluence-xpeqt-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: contactmonitoring-test.sensors.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: crowd-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: crowd-xpeqt-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: cvs-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dafinka.printers.sofia.elex.be;DOWN;HARD;1;PING CRITICAL - Packet loss = 100%
[1360710000] CURRENT HOST STATE: datakeeper-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: datalog-archiving-test.colo.elex.be;DOWN;HARD;1;Server down!
[1360710000] CURRENT HOST STATE: dhalsim-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: diablo.tess.elex.be;DOWN;HARD;1;(Host Check Timed Out)
[1360710000] CURRENT HOST STATE: diehard-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dino-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dlog-pp-test.sensors.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dlog1-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dlog1-test.sensors.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 9.17 ms
[1360710000] CURRENT HOST STATE: dlog2-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dlog2-test.sensors.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dlog3-test.erfurt.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dlog3-test.sensors.elex.be;DOWN;HARD;1;(Host Check Timed Out)
[1360710000] CURRENT HOST STATE: dori-test.colo.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dss-cftest.colo.elex.be;DOWN;HARD;1;Server down!
[1360710000] CURRENT HOST STATE: dss-test.bevaix.elex.be;UP;HARD;1;Server alive
[1360710000] CURRENT HOST STATE: dss-test.boston.elex.be;DOWN;HARD;1;(Host Check Timed Out)
[1360710000] CURRENT HOST STATE: dss-test.colo.elex.be;UP;HARD;1;Server alive
