[1358204400] LOG ROTATION: DAILY
[1358204400] LOG VERSION: 2.0
[1358204400] CURRENT HOST STATE: adela.printers.sofia.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 51.33 ms
[1358204400] CURRENT HOST STATE: advps-test.apps.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: anabel.printers.sofia.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 53.44 ms
[1358204400] CURRENT HOST STATE: angelina.printers.mucontrol.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 9.97 ms
[1358204400] CURRENT HOST STATE: annabelle.printers.tess.elex.be;DOWN;HARD;1;PING CRITICAL - Packet loss = 100%
[1358204400] CURRENT HOST STATE: ape-test.erfurt.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: apps-test.sofia.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: apt-test-squeeze.colo.elex.be;DOWN;HARD;1;Server down!
[1358204400] CURRENT HOST STATE: aptmaster-test.colo.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: arwen.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 45.35 ms
[1358204400] CURRENT HOST STATE: ategen-test.erfurt.elex.be;DOWN;HARD;1;(Host Check Timed Out)
[1358204400] CURRENT HOST STATE: atlan.erfurt.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: autobuild-test.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: azhira.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 37.87 ms
[1358204400] CURRENT HOST STATE: bamboo-xpeqt-test.colo.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: bamboo2-xpeqt-test.colo.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: batch-test.tess.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: batch.kiev.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: beast-test.admin.elex.be;DOWN;HARD;1;Server down!
[1358204400] CURRENT HOST STATE: beatrice.printers.bevaix.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 21.28 ms
[1358204400] CURRENT HOST STATE: belayn.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 41.83 ms
[1358204400] CURRENT HOST STATE: belina-test.sofia.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: betsy.printers.genk.elex.be;DOWN;HARD;1;CRITICAL - Time to live exceeded (10.32.96.8)
[1358204400] CURRENT HOST STATE: betty.printers.erfurt.elex.be;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 40.14 ms
[1358204400] CURRENT HOST STATE: bifur-test.colo.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: bipmelei-test.apps.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: blade1mm1.colo.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: blade1mm1.erfurt.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: blade1mm1.sofia.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: blade2mm1.colo.elex.be;UP;HARD;1;Server alive
[1358204400] CURRENT HOST STATE: borneo-test.kuching.elex.be;UP;HARD;1;Server alive
